scholarID,title,author,journal,number,cites,year,cid,pubid
wwd3vdEAAAAJ,"GIS, spatial statistical graphics, and forest health","JJ Majure, N Cressie, D Cook, J Symanzik",Iowa State University. Department of Statistics. Statistical Laboratory,,11,1996,2556867311700949,IWHjjKOFINEC
wwd3vdEAAAAJ,Minimax Aspects of Bounded-Influence Regression: Comment,"RD Cook, S Weisberg",Journal of the American Statistical Association,"78 (381), 74-75",11,1983,"4535193347077306464,12282058615815253833",EUQCXRtRnyEC
wwd3vdEAAAAJ,Visually exploring missing values in multivariable data using a graphical user interface,"X Cheng, D Cook, H Hofmann",Journal of Statistical Software,"68 (1), 1-23",10,2015,12856051951058467167,bNB6FdaCRgEC
wwd3vdEAAAAJ,An algorithm for deciding the number of clusters and validation using simulated data with application to exploring crop population structure,"MA Newell, D Cook, H Hofmann, JL Jannink",The Annals of Applied Statistics,1898-1916,10,2013,9201463662627203781,5awf1xo2G04C
wwd3vdEAAAAJ,cranvas: Interactive statistical graphics based on Qt,"Y Xie, H Hofmann, D Cook, X Cheng, B Schloerke, M Vendettuoli, T Yin, ...",R package version,0.8 3,10,2013,10895413580403158201,3s2jc9hNhkQC
wwd3vdEAAAAJ,GGobi,"DF Swayne, A Buja, DT Lang, D Cook",,,10,2007,12298590698580588799,R0GtuAMwyXEC
wwd3vdEAAAAJ,Visualizing membership in multiple clusters after fuzzy c-means clustering,"Z Cox, JA Dickerson, DH Cook",Visual Data Exploration and Analysis VIII,"4302, 60-69",10,2001,18073472122421186018,HDshCWvjkbEC
wwd3vdEAAAAJ,Calibrate your eyes to recognize high-dimensional shapes from their low-dimensional projections,D Cook,Journal of Statistical Software,"2 (1), 1-7",10,1997,13977564652075419043,hC7cP41nSMkC
wwd3vdEAAAAJ,Dynamic Graphics in a GIS: A Bidirectional Link between ArcView 2.1 [TM] and XGobi-An Update,"J Symanzik, JJ Majure, D Cook",Computing Science and Statistics,35-40,10,1997,2203191005099353036,qUcmZB5y_30C
wwd3vdEAAAAJ,XGobi: a dynamic graphics program implemented in X with a link to S,"DF Swayne, D Cook",Computing Science and Statistics,544-547,10,1992,6021420888669076296,hFOr9nPyWt4C
wwd3vdEAAAAJ,Junctional Adhesion Molecule‐A Is Highly Expressed on Human Hematopoietic Repopulating Cells and Associates with the Key Hematopoietic Chemokine Receptor CXCR4,"CH Chang, SJ Hale, CV Cox, A Blair, B Kronsteiner, R Grabowska, ...",Stem Cells,"34 (6), 1664-1678",9,2016,12673485391663986160,lu5AzqVF4qYC
wwd3vdEAAAAJ,Extending the GGobi pipeline from R,"M Lawrence, H Wickham, D Cook, H Hofmann, DF Swayne",Computational Statistics,"24 (2), 195-205",9,2009,2637263468275308769,TFP_iSt0sucC
wwd3vdEAAAAJ,Hope for the journey (revised ed.),"CR Snyder, D McDermott, W Cook, M Rapoff","Clinton Corners, NY: Percheron",,9,2002,1802251533172627892,hzvVvKpMvx4C
wwd3vdEAAAAJ,EXPLORATION OF SATELLITE IMAGES IN THE DYNAMICALLY LINKED ARCVIEW/XGOBI/XPLORE ENVIRONMENT1,"J Symanzik, D Cook, S Klinke, N Lewin",US Army Conference on Applied Statistics,"22-24 October 1997, 23",9,1997,4533383294028288499,-f6ydRqryjwC
wwd3vdEAAAAJ,Gradient‐based habitat affinities predict species vulnerability to drought,"DM Debinski, JC Caruthers, D Cook, J Crowley, H Wickham",Ecology,"94 (5), 1036-1045",8,2013,11786957637603850959,fQNAKQ3IYiAC
wwd3vdEAAAAJ,Glaciers melt as mountains warm: A graphical case study,"J Hobbs, H Wickham, H Hofmann, D Cook",Computational Statistics,"25 (4), 569-586",8,2010,2599237201989975108,RHpTSmoSYBkC
wwd3vdEAAAAJ,The variogram cloud link,"D Cook, J Symanzik, JJ Majure",,,8,1996,16341817244836507825,LGh1lRt-7sUC
wwd3vdEAAAAJ,Finding influential cases in linear regression: A review,"DR Cook, S Weisberg",University of Minnesota,,8,1979,2044723797403929915,LwieBGrN4GEC
wwd3vdEAAAAJ,Data visualization and statistical graphics in big data analysis,"D Cook, EK Lee, M Majumder",Annual Review of Statistics and Its Application,"3, 133-159",7,2016,16041714764387578316,U_h31ocWZrQC
wwd3vdEAAAAJ,envlp: A MATLAB toolbox for computing envelope estimators in multivariate analysis,"D Cook, Z Su, Y Yang",Journal of Statistical Software,"62 (1), 1-20",7,2015,1707258363136961820,NRnkAyzcrGMC
wwd3vdEAAAAJ,Mind reading: Using an eye-tracker to see how people are looking at lineups,"Y Zhao, D Cook, H Hofmann, M Majumder, NR Chowdhury",International Journal of Intelligent Technologies and Applied Statistics,6 …,7,2013,3753796349437488498,1yQoGdGgb4wC
wwd3vdEAAAAJ,nullabor: Tools for graphical inference,"H Wickham, NR Chowdhury, D Cook",R package version,"0.2 1, 213",7,2012,2477248060469017274,-Rb0Dl3RFGgC
wwd3vdEAAAAJ,PKgraph: an R package for graphically diagnosing population pharmacokinetic models,"X Sun, K Wu, D Cook",Computer methods and programs in biomedicine,"104 (3), 461-471",7,2011,16830759702781133261,35N4QoGY0k4C
wwd3vdEAAAAJ,Binning of kernel-based projection pursuit indices in XGobi,"S Klinke, D Cook",Computational Statistics & Data Analysis,"25 (3), 363-369",7,1997,8980792325680402369,iH-uZ7U-co4C
wwd3vdEAAAAJ,GGally: Extension to ggplot2.(2014),"B Schloerke, J Crowley, D Cook, H Hofmann, H Wickham, F Briatte, ...",R package version,"1 (0), 2",7,NA,1890773633843225789,EO1llL0aI9sC
wwd3vdEAAAAJ,GGally: Extension to ‘ggplot2’(R Package Version 1.3. 1),"B Schloerke, J Crowley, D Cook, F Briatte, M Marbach, E Thoen, A Elberg, ...",,,6,2017,5175176403149135407,P--cqP0FnSgC
wwd3vdEAAAAJ,"Using visual statistical inference to better understand random class separations in high dimension, low sample size data","NR Chowdhury, D Cook, H Hofmann, M Majumder, EK Lee, AL Toth",Computational Statistics,"30 (2), 293-316",6,2015,2928756466484919862,nrtMV_XWKgEC
wwd3vdEAAAAJ,Let Graphics Tell the Story-Datasets in R.,"A Unwin, H Hofmann, D Cook",R Journal,5 (1),6,2013,17309815115632962563,dTyEYWd-f8wC
wwd3vdEAAAAJ,Theory of dynamic projections in high-dimensional data visualization,"A Buja, D Cook, D Asimov, C Hurley",,,6,2004,13269871731041027934,bEWYMUwI8FkC
wwd3vdEAAAAJ,A projection pursuit method on the multidimensional squared contingency table,"JS Ahn, H Hofmann, D Cook",Computational Statistics,"18 (3), 605-626",6,2003,2125775773991057612,_Qo2XoVZTnwC
wwd3vdEAAAAJ,Software integration for multivariate exploratory spatial data analysis,"J urgen Symanzik, DF Swayne, DT Lang, D Cook",,,6,2002,16952481703787161740,isC4tDSrTZIC
wwd3vdEAAAAJ,Hope for the journey: Helping children through the good times and xx (revised edition),"CR Snyder, D McDermott, W Cook, M Rapoff","Clinton Corners, NY: Percheron Press",,6,2002,6277026207522112458,tsQ8sfJ2mf4C
wwd3vdEAAAAJ,Dynamic Graphics in a GIS: Analyzing and Exploring Multivariate Spatial Data,"J Symanzik, JJ Majure, D Cook",ASA Statistical Graphics Video Lending Library (contact: dfs@ research. att …,,6,1995,16824926871291513247,cpgjJtNNFA0C
wwd3vdEAAAAJ,Projection pursuit indices based on fractal dimension,"J Cabrera, D Cook",Computing Science and Statistics,474-474,6,1993,15710782735303896720,M3NEmzRMIkIC
wwd3vdEAAAAJ,A preliminary biological survey of Port Hope Harbour,"W Cook, D Veal",Report to the Ontario Ministry of Environment.(Cited by Warwick,1988),6,1968,16745896012428640645,kFM4V80Y5EsC
wwd3vdEAAAAJ,Congruent biogeographical disjunctions at a continent-wide scale: Quantifying and clarifying the role of biogeographic barriers in the Australian tropics,"RD Edwards, MD Crisp, DH Cook, LG Cook",PloS one,"12 (4), e0174812",5,2017,17986762853575136090,X1y8G5kAG8gC
wwd3vdEAAAAJ,"Visual Mining Methods for RNA-Seq Data: Data Structure, Dispersion Estimation and Significance Testing","T Yin, M Majumder, N Roy Chowdhury, D Cook, R Shoemaker, M Graham",Journal of Data Mining in Genomics & Proteomics,"4 (139), 2153-0602.1000139",5,2013,11382646252645868450,5Ul4iDaHHb8C
wwd3vdEAAAAJ,tourrGui: A gWidgets GUI for the tour to explore high-dimensional data using low-dimensional projections,"B Huang, D Cook, H Wickham",Journal of Statistical Software,"49 (6), 1-12",5,2012,12627017537385602772,lSLTfruPkqcC
wwd3vdEAAAAJ,Where’s Waldo: Looking closely at a lineup,"NR Chowdhury, D Cook, H Hofmann, M Majumder, Y Zhao",Technical Report,"2, Iowa State University, Department of Statistics,",5,2012,12411982808770187828,JQOojiI6XY0C
wwd3vdEAAAAJ,"Visual methods for examining support vector machine results, with applications to gene expression data analysis","D Caragea, D Cook, VG Honavar",,,5,2005,13447851919687211323,blknAaTinKkC
wwd3vdEAAAAJ,Journeys of hope: Giving children stories to grow on,"CR Snyder, D McDermott, W Cook, M Rapoff","Boulder, CO: Westview",,5,1997,6424254342011338500,_WP0DvM6eX8C
wwd3vdEAAAAJ,An Introduction to Regression Graphics,D Cook,Journal of the American Statistical Association,"90 (431), 1126-1128",5,1995,14352670287361978359,LpHykl0McycC
wwd3vdEAAAAJ,Human factors influencing visual statistical inference,"M Majumder, H Hofmann, D Cook",arXiv preprint arXiv:,:1408.1974,4,2014,13681698879125761005,uJ-U7cs_P_0C
wwd3vdEAAAAJ,GGobi: a data visualization system,"DF Swayne, A Buja, D Temple Lang, D Cook",Astrophysics Source Code Library,,4,2011,2644795095173998736,fXCg-C-QWH4C
wwd3vdEAAAAJ,"Publishing Animations, 3D Visualizations, and Movies in JCGS","RA Levine, L Tierney, H Wickham, E Sampson, D Cook, DA van Dyk",Journal of Computational and Graphical Statistics,"19 (1), 1-2",4,2010,10598243531064930273,J_g5lzvAfSwC
wwd3vdEAAAAJ,Incorporating exploratory methods using dynamic graphics into multivariate statistics classes: curriculum development,D Cook,Quality Research in Literacy and Science Education,337-355,4,2009,16580120545727001364,O3NaXMp0MMsC
wwd3vdEAAAAJ,exploRase: Multivariate exploratory analysis and visualization for systems biology,"M Lawrence, D Cook, EK Lee, H Babka, ES Wurtele",Journal of statistical software,"25 (9), 1",4,2008,13420274925072589239,BqipwSGYUEgC
wwd3vdEAAAAJ,Visual Methods for Data from Two Factor Single-Replicate Gene Expression Studies,"D Cook, H Hofmann, EK Lee, H Yang, B Nikolau, E Wurtele",,,4,2004,4902886047394349552,maZDTaKrznsC
wwd3vdEAAAAJ,Hope for the journey (Rev. ed.),"CR Snyder, D McDermott, W Cook, M Rapoff","Clinton Corners, NY: Percheron Press",,4,2002,2216904795827383080,GWiaReNCd0YC
wwd3vdEAAAAJ,On the Edge: Statistics & Computing: Virtual Reality: Real Ponderings,"DJ Murdoch, D Cook",Chance,"14 (1), 47-51",4,2001,4147982560574049056,k_IJM867U9cC
wwd3vdEAAAAJ,Data mining soil characteristics affecting corn yield,"WF Christensen, D Cook",the Australasian Workshop on Data Mining and Web Intelligence (AWDM&WI,2003 …,4,1998,14523117780351310494,aJ-3-MYELVsC
wwd3vdEAAAAJ,Grand Tour Combined with Minimal Spanning Tree in JAVA for Finding Structure in High Dimensional Data,"S Kwon, D Cook",Computing Science and Statistics,224-228,4,1998,802958151731136867,JV2RwH3_ST0C
wwd3vdEAAAAJ,Theory and computational methods for dynamic projections in high-dimensional data visualization,"A Buja, D Cook, D Asimov, C Hurley",URL: http://www. research. att. com/areas/stat/xgobi/papers/dynamic …,,4,1996,11650208989328741125,dQ2og3OwTAUC
wwd3vdEAAAAJ,Utilizing distance metrics on lineups to examine what people read from data plots,"NR Chowdhury, D Cook, H Hofmann, M Majumder, Y Zhao",arXiv preprint arXiv:,:1408.1889,3,2014,11366512085417086687,VLnqNzywnoUC
wwd3vdEAAAAJ,"Delayed, canceled, on time, boarding… flying in the USA","H Hofmann, D Cook, C Kielion, B Schloerke, J Hobbs, A Loy, L Mosley, ...",Journal of Computational and Graphical Statistics,"20 (2), 287-290",3,2011,6480312624787598049,pqnbT2bcN3wC
wwd3vdEAAAAJ,Sliced inverse regression,KC Li,Encyclopedia of Statistical Sciences,12,3,2004,"13947907859633067543,17205763912522895952",XD-gHx7UXLsC
wwd3vdEAAAAJ,GeneGobi: Visual data analysis tools for microarray data,"EK Lee, D Cook, H Hofmann, ES Wurtele, D Kim, J Kim, H An",COMPSTAT,"2004 Symposium, 1373-1380",3,2004,3997851046343581755,NMxIlDl6LWMC
wwd3vdEAAAAJ,Multivariate Q-Q Plots Based on Quantile Contours,"PG Jones, D Cook",NASA,,3,1996,8319479066705681480,hkOj_22Ku90C
wwd3vdEAAAAJ,Model Choice and Diagnostics for Linear Mixed-Effects Models Using Statistics on Street Corners,"A Loy, H Hofmann, D Cook",Journal of Computational and Graphical Statistics,"26 (3), 478-492",2,2017,11750051101398131455,3q5vy9RXY8EC
wwd3vdEAAAAJ,Projection pursuit classification random forest,"N da Silva, D Cook, EK Lee",,,2,2017,4842431345439829516,BFeJNCPbDVwC
wwd3vdEAAAAJ,Enabling interactivity on displays of multivariate time series and longitudinal data,"X Cheng, D Cook, H Hofmann",Journal of Computational and Graphical Statistics,"25 (4), 1057-1076",2,2016,11208579034345453332,yB1At4FlUx8C
wwd3vdEAAAAJ,Visual statistical inference for regression parameters,"M Majumder, H Hofmann, D Cook",Technical Report,"13, Iowa State University, Department of Statistics,",2,2011,3148725015944398708,RGFaLdJalmkC
wwd3vdEAAAAJ,Cluster Analysis,"D Cook, DF Swayne",Interactive and Dynamic Graphics for Data Analysis: With R and Ggobi,103-128,2,2007,11984767344360121973,xXdmTUQ9lisC
wwd3vdEAAAAJ,Exploring high-dimensional classification boundaries,"H Wickham, D Caragea, D Cook",Proceedings of the,"38th Symposium on the Interface of Statistics, Computing …",2,2006,3963112762076490354,OA9cGvo6324C
wwd3vdEAAAAJ,Boom and Bust of Technology Companies at the Turn of the 21st Century,"H Hofmann, H Wickham, D Cook, J Sun, C Röttger",DEF,"10 (20), 30",2,2005,16001777964773386506,vV6vV6tmYwMC
wwd3vdEAAAAJ,Densityplot matrix display for large distributed data,"J Zhang, L Miller, D Cook, A Hardjasamudra, H Hofman","Proceedings of the Third International Workshop on Visual Data Mining, Third …",,2,2003,3770491262261808578,RYcK_YlVTxYC
wwd3vdEAAAAJ,Using Dynamic Statistical Graphics in a Highly Immersive Virtual Reality Environment to Understand Multivariate (Spatial) Data,"D Cook, C Cruz-Neira, U Lechner, L Nelson, A Olsen, S Pierson, ...",Bulletin of the International Statistical Institute,51st Session Istanbul …,2,1997,17633609853849778133,70eg2SAEIzsC
wwd3vdEAAAAJ,Regression Diagnostics,"D Cook, S Weisberg","Chapman and Hall, London",,2,1984,2214127795629838794,JVJ6OkSwpHsC
wwd3vdEAAAAJ,Dynamical projections for the visualization of PDFSense data,"D Cook, U Laa, G Valencia",The European Physical Journal C,"78 (9), 742",1,2018,9110690189452049647,zBCjByih94YC
wwd3vdEAAAAJ,Interactive Graphics for Visually Diagnosing Forest Classifiers in R,"N da Silva, D Cook, EK Lee",arXiv preprint arXiv:,:1704.02502,1,2017,16877159157407794032,7q08wCQPkLwC
wwd3vdEAAAAJ,Authors' response to discussants,"H Wickham, D Cook, H Hofmann",Statistical Analysis and Data Mining: The ASA Data Science Journal,8 (4 …,1,2015,6187150512375257410,HKuYlFsi-qEC
wwd3vdEAAAAJ,A methodical approach for identifying outliers in complex data,"I Trucillo-Silva, D Cook, M Lee",Identification of QTL associated with nitrogen metabolism in a maize (Zea …,,1,2015,14599422083232389849,FmXltp8y-ZkC
wwd3vdEAAAAJ,The 2011 data Expo of the American Statistical Association,D Cook,Computational Statistics,"29 (1-2), 117-119",1,2014,11700775380551443782,ZuybSZzF8UAC
wwd3vdEAAAAJ,Can you buy a president? Politics after the Tillman Act,"A Kaplan, E Hare, H Hofmann, D Cook",Chance,"27 (1), 20-30",1,2014,17872113121804714270,UHK10RUVsp4C
wwd3vdEAAAAJ,BirdsEyeView (BEV): graphical overviews of experimental data,"L Zhang, D Berleant, Y Wang, L Li, D Cook, ES Wurtele",BMC bioinformatics,"13 (15), S11",1,2012,3565433618569674211,4p3FJGzxjgAC
wwd3vdEAAAAJ,"Validation of visual statistical inference, with applications to linear models","M Majumder, H Hofmann, D Cook",Technical Report,"4, Iowa State University, Department of Statistics,",1,2012,14600791673506099147,NJ774b8OgUMC
wwd3vdEAAAAJ,Tips for presenting your work,D Cook,"A peer-reviewed, open-access publication of the R Foundation for Statistical …",,1,2011,13661587221721188943,1qzjygNMrQYC
wwd3vdEAAAAJ,Visually monitoring the 2008 election,"L Mosley, D Cook, H Hofmann, C Kielion, B Schloerke",Chance,"23 (3), 4-4",1,2010,7773042300992493086,p2g8aNsByqUC
wwd3vdEAAAAJ,Explorase: Multivariate exploratory analysis and visualization for systems biology,"ES Wurtele, H Babka, EK Lee, D Cook, M Lawrence",Journal of Statistical Software,25 (09),1,2008,9463781175430678095,HoB7MX3m0LUC
wwd3vdEAAAAJ,Exploring cluster analysis,"H Wickham, H Hofmann, D Cook",,,1,2006,4008181344960858863,MStqg_gSLBcC
wwd3vdEAAAAJ,GENEGOBI: Visual Data Analysis Aid Tools for Microarray Data,"EK Lee, D Cook, E Wurtele, D Kim, J Kim, H An",Computational Statistics,,1,2004,2227848333458702407,M05iB0D1s5AC
wwd3vdEAAAAJ,"Visual Data Mining of Large, Multivariate Space-Time Data",D Cook,AGU Fall Meeting Abstracts,,1,2001,809044980255235368,3YQzwbzlpKYC
wwd3vdEAAAAJ,Exploring associations among mid-Atlantic stream indicators using dynamic multivariate graphics and geographic mapping in a highly immersive virtual reality environment,"D Cook, L Nelson, C Cruz-Neira, J Symanzik, A Olsen, S Pierson, ...",,,1,1997,9490221878135809975,SeFeTyx0c_EC
wwd3vdEAAAAJ,Kernel-based projection pursuit indices in XGobi,"S Klinke, D Cook",Techreport#,"37, Humboldt University of Berlin",1,1995,618599685085464043,ldfaerwXgEUC
wwd3vdEAAAAJ,An Analysis of Polynomial-Based Projection Pursuit,"D Cook, A Buja, J Cabrera",COMPUTING SCIENCE AND STATISTICS,478-478,1,1993,17296969747927244526,ZHo1McVdvXMC
wwd3vdEAAAAJ,Grand Tour and projection pursuit: Exploring multivariate data using projections,DH Cook,State University of New Jersey,,1,1993,259376883367434152,2P1L_qKh6hAC
wwd3vdEAAAAJ,Pixel averaging smooths graphics effects,D Cook,Creative Computing,"9 (1), 146-&",1,1983,2198648371736399631,n2kG1_zAmykC
wwd3vdEAAAAJ,Dynamic Graphics in a GIS: Exploring and An-alyzing Multivariate Spatial Data Using Linked Software,"D Cook, JJ Majure, J urgen Symanzik, N Cressie",,,1,NA,16867296172093400505,F-1HeU7gMOYC
wwd3vdEAAAAJ,Calendar-based graphics for visualizing people's daily schedules,"E Wang, D Cook, RJ Hyndman",arXiv preprint arXiv:,:1810.09624,0,2018,NA,bXvxhPDrUX0C
wwd3vdEAAAAJ,"Expanding tidy data principles to facilitate missing data exploration, visualization and assessment of imputations","NJ Tierney, DH Cook",arXiv preprint arXiv:,:1809.02264,0,2018,NA,aXwx4OqTWR4C
wwd3vdEAAAAJ,A Projection Pursuit Forest Algorithm for Supervised Classification,"N da Silva, D Cook, EK Lee",arXiv preprint arXiv:,:1807.07207,0,2018,NA,StPPYsf1FV0C
wwd3vdEAAAAJ,An attributional analysis of reactions to stigmas,"P Hegarty, M Adelman, DN Ader, SB Johnson, JE Aguero, L Bloch, ...",A Recent History of Lesbian and Gay Psychology: From Homophobia to LGBT,6 (2 …,0,2018,NA,6jAoOr-ogVAC
wwd3vdEAAAAJ,Measuring Lineup Difficulty By Matching Distance Metrics With Subject Choices in Crowd-Sourced Data,"NR Chowdhury, D Cook, H Hofmann, M Majumder",Journal of Computational and Graphical Statistics,"27 (1), 132-145",0,2018,NA,dw5aoL0HVgwC
wwd3vdEAAAAJ,plyranges: A grammar of genomic data transformation,"S Lee, D Cook, M Lawrence",bioRxiv,327841,0,2018,NA,M3hCyctIOBoC
wwd3vdEAAAAJ,A First Survey on the Diversity of the R Community,"S Bollmann, D Cook, J Dumas, J Fox, J Josse, O Keyes, C Strobl, ...",R JOURNAL,"9 (2), 541-552",0,2017,NA,mRAYM1lGiDwC
wwd3vdEAAAAJ,Package ‘tourr’,"D Cook, H Wickham, MH Wickham, S TeachingDemos",,,0,2017,NA,Fu2w8maKXqMC
wwd3vdEAAAAJ,Escape from Boxland,"B Schloerke, H Wickham, D Cook, H Hofmann",The R Journal,"8 (2), 243-257",0,2016,NA,ZM__uENUXnMC
wwd3vdEAAAAJ,Pregnancy and Hypertension,"ZY Grace, CYL Aye, AJ Lewandowski, EF Davis, CP Khoo, L Newton, ...",Hypertension,,0,2016,NA,JQPmwQThujIC
wwd3vdEAAAAJ,Package ‘MissingDataGUI’,"X Cheng, D Cook, H Hofmann, MX Cheng",,,0,2016,NA,VFGfXyYpp08C
wwd3vdEAAAAJ,MissingDataGUI: A Graphical User Interface for Exploring Missing Values in Data,"X Cheng, D Cook, H Hofmann",,,0,2016,NA,xtRiw3GOFMkC
wwd3vdEAAAAJ,Jam-a is highly expressed on human hematopoietic repopulating cells and associates with the key hematopoietic chemokine receptor cxcr4.,"S Watt, CH Chang, S Hale, C Cox, A Blair, B Kronsteiner, R Grabowska, ...",Stem cells,,0,2016,NA,xMZGxf1v-3YC
wwd3vdEAAAAJ,Visualizing communication patterns at DinoFun World,"H Hofmann, D Cook, A Kaplan, E Hare, V Leos-Barajas, C Sievert, ...",Visual Analytics Science and Technology (VAST),"2015 IEEE Conference on, 161-162",0,2015,NA,9w-KRoa3VEQC
wwd3vdEAAAAJ,On the move at DinoFun world,"H Hofmann, D Cook, A Kaplan, E Hare, V Leos-Barajas, C Sievert, ...",Visual Analytics Science and Technology (VAST),"2015 IEEE Conference on, 159-160",0,2015,NA,eP5N1itS6b0C
wwd3vdEAAAAJ,Algorithms for Envelope Estimation II,"D Cook, L Forzani, Z Su",arXiv preprint arXiv:,:1509.03767,0,2015,NA,lYbyOjaXH8MC
wwd3vdEAAAAJ,"Discussion of"" Visualizing Statistical Models: Removing the Blindfold"" Response","H Wickham, D Cook, H Hofmann",STATISTICAL ANALYSIS AND DATA MINING,"8 (4), 242-244",0,2015,NA,BMiRioqqltAC
wwd3vdEAAAAJ,Better Diagnostics for Linear Mixed-Effects Models Using Visual Inference,"A Loy, H Hofmann, D Cook",arXiv preprint arXiv:,:1502.06988,0,2015,NA,uc_IGeMz5qoC
wwd3vdEAAAAJ,Four Papers on Contemporary Software Design Strategies for Statistical Methodologists,"V Carey, D Cook",arXiv preprint arXiv:,:1409.8415,0,2014,NA,z_wVstp3MssC
wwd3vdEAAAAJ,Package ‘explorase’,"M Lawrence, E Lee, D Cook, J Kim, H An, D Kim, MM Lawrence",,,0,2014,NA,6B7w4NK6UsoC
wwd3vdEAAAAJ,Coenonympha haydenii Responds to Drought,"DM Debinski, J Caruthers, D Cook, J Crowley, H Wickham",The Bulletin of the Ecological Society of America,"94 (2), 182-182",0,2013,NA,PELIpwtuRlgC
wwd3vdEAAAAJ,KICKING AND SCREAMING ABOUT STATISTICS: HOW SOCCER DATA CAN POTENTIALLY ALLEVIATE STATISTICAL ANXIETY,"J Sanchez, MKR Minosa, D Cook, J Masegela",,,0,2013,NA,a0OBvERweLwC
wwd3vdEAAAAJ,Package ‘biovizBase’,"T Yin, M Lawrence, D Cook, MT Yin, LL Yes",,,0,2013,NA,7T2F9Uy0os0C
wwd3vdEAAAAJ,CHROMATOPLOTS: A PIPELINE BASED R PACKAGE FOR THE PRE-PROCESSING OF GC-MS METABOLOMICS DATA.,"T Yin, M Lawrence, S Choi, M Vendettuoli, H Hofmann, D Cook, E Wurtele","Visualization of biological data: Infrastructure, design and application",61,0,2013,NA,WqliGbK-hY8C
wwd3vdEAAAAJ,. VISUAL INFERENCE FOR LINEAR MIXED-EFFECTS MODELS,"A Loy, H Hofmann, D Cook",Diagnostics for mixed/hierarchical linear models,170,0,2013,NA,olpn-zPbct0C
wwd3vdEAAAAJ,GGBIO: AN R IMPLEMENTATION FOR EXTENDING THE GRAMMAR OF GRAPHICS FOR GENOMIC DATA,"T Yin, D Cook, M Lawrence","Visualization of biological data: Infrastructure, design and application",6,0,2013,NA,uWQEDVKXjbEC
wwd3vdEAAAAJ,BIOVIZBASE: INFRASTRUCTURE PACKAGES FOR BIOLOGICAL DATA VISUALIZATION,"T Yin, M Lawrence, D Cook","Visualization of biological data: Infrastructure, design and application",32,0,2013,NA,UxriW0iASnsC
wwd3vdEAAAAJ,Evaluating ammonia and temperature-ammonia combination preferences of pullets and young laying hens,"M Hayes, H Xin, H Li, D Cook",Environmental and energy assessment of an aviary laying-hen housing system …,,0,2012,NA,aK62MiYD7mUC
wwd3vdEAAAAJ,R Graphics,"D Cook, H Hofmann",Journal of Statistical Software,"43 (1), 1-4",0,2011,NA,cFHS6HbyZ2cC
wwd3vdEAAAAJ,Visualization and analysis of multiobjective solutions to the energy and transportation investment optimization problem,"E Ibánez, D Cook",,,0,2011,NA,kzcrU_BdoSEC
wwd3vdEAAAAJ,Finding Interesting Genes Using Reliability in Various Gene Expression Models,"EK Lee, D Cook, H Hoffman",Genomics & Informatics,"9 (1), 28-36",0,2011,NA,wbdj-CoPYUoC
wwd3vdEAAAAJ,Map Line-ups: using graphical inference to study spatial structure,"H Wickham, D Cook, H Hofmann, A Buja",IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS,16 (6),0,2010,NA,YnriW4MgZhwC
wwd3vdEAAAAJ,1 Overview of exploRase,"M Lawrence, D Cook, EK Lee",,,0,2010,NA,u_35RYKgDlwC
wwd3vdEAAAAJ,Monitoring the 2008 Election Visually,"L Mosley, D Cook, H Hofmann, C Kielion, B Schloerke",,,0,2010,NA,N7YTE_TVRugC
wwd3vdEAAAAJ,Case Study: Wages,D Cook,,,0,2010,NA,yBxuCEhX224C
wwd3vdEAAAAJ,"Hope Destroyed, Justice Denied: The Rape of Palestine",WA Cook,The Plight of the Palestinians,221-232,0,2010,NA,ult01sCh7k0C
wwd3vdEAAAAJ,qtpaintgui ()-An integration of Command Line and Graphical User Interface.,"M Vendettuoli, D Cook, H Hofmann",BIOCOMP,624-629,0,2010,NA,OU6Ihb5iCvQC
wwd3vdEAAAAJ,Multivariate exploratory analysis and,"M Lawrence, D Cook, E Lee",,,0,2009,NA,EGhj4itiAA0C
wwd3vdEAAAAJ,Dynamic Graphics,D Cook,Encyclopedia of Database Systems,950-954,0,2009,NA,D_sINldO8mEC
wwd3vdEAAAAJ,METABOLOMIC AND TRANSCRIPTOMIC ANALYSIS OF POLYHYDROXYBUTYRATE (PHB) ACCUMULATING ARABIDOPSIS UNVEIL METABOLIC CONSEQUENCES OF A FOREIGN ACETYL-COA SINK IN PLANT PLASTIDS,"SY Choi, D Cook, H Ilarslan, K Snell, BJ Nikolau, ES Wurtele",Metabolomic and transcriptomic analysis of polyhydroxybutyrate (PHB …,,0,2009,NA,nb7KW1ujOQ8C
wwd3vdEAAAAJ,Comments on The Future of Statistical Computing,"L Wilkinson, JM Chambers, RW Oldford, D Bates, P Hanrahan, D Cook, ...",Technometrics,50 (4),0,2008,NA,npT69zEmqdIC
wwd3vdEAAAAJ,Comment by Cook,"D Cook, H Wickham",Technometrics,50 (4),0,2008,NA,rO6llkc54NcC
wwd3vdEAAAAJ,The Future of Statistical Computing. Comment.,"D Cook, H Wickham","Technometrics: A journal of statistics for the physical, chemical and …",,0,2008,NA,AbS6eEh_b9AC
wwd3vdEAAAAJ,R Graphics,"H Wickham, D Cook",The American Statistician,"61 (1), 99-100",0,2007,NA,1sJd4Hv_s6UC
